"","R10.0_45.0","R12.5_45.0","R10.0_42.5","R12.5_42.5"
"1979-01-28 00:00:00",95,88,88,87
"1979-01-28 06:00:00",100,98,89,89
"1979-01-28 12:00:00",99,100,86,85
"1979-01-28 18:00:00",99,100,87,90
"1979-01-29 00:00:00",90,89,89,86
"1979-01-29 06:00:00",91,92,81,86
"1979-01-29 12:00:00",97,100,75,83
"1979-01-29 18:00:00",91,99,69,80
"1979-01-30 00:00:00",84,89,69,74
"1979-01-30 06:00:00",97,95,75,74
"1979-01-30 12:00:00",82,93,71,72
"1979-01-30 18:00:00",88,89,79,83
"1979-01-31 00:00:00",87,90,74,82
"1979-01-31 06:00:00",86,93,72,84
"1979-01-31 12:00:00",76,75,64,69
"1979-01-31 18:00:00",81,85,59,64
"1979-02-01 00:00:00",86,88,74,77
"1979-02-01 06:00:00",88,91,70,78
"1979-02-01 12:00:00",82,86,74,74
"1979-02-01 18:00:00",95,85,91,84
"1979-02-02 00:00:00",90,91,85,92
"1979-02-02 06:00:00",100,98,89,92
"1979-02-02 12:00:00",88,88,81,80
"1979-02-02 18:00:00",95,96,86,85
"1979-02-03 00:00:00",93,90,91,86
"1979-02-03 06:00:00",94,97,95,94
"1979-02-03 12:00:00",92,96,95,95
"1979-02-03 18:00:00",90,91,93,95
"1979-02-04 00:00:00",95,96,89,96
"1979-02-04 06:00:00",87,93,79,87
"1979-02-04 12:00:00",89,94,79,82
"1979-02-04 18:00:00",89,86,79,78
"1979-02-05 00:00:00",90,91,84,84
"1979-02-05 06:00:00",97,95,91,88
"1979-02-05 12:00:00",95,91,88,85
"1979-02-05 18:00:00",94,96,80,91
"1979-02-06 00:00:00",87,91,81,90
"1979-02-06 06:00:00",94,96,84,88
"1979-02-06 12:00:00",71,79,69,75
"1979-02-06 18:00:00",83,88,71,74
"1979-02-07 00:00:00",97,100,77,81
"1979-02-07 06:00:00",100,95,89,85
"1979-02-07 12:00:00",92,85,91,81
"1979-02-07 18:00:00",100,94,95,91
"1979-02-08 00:00:00",86,93,77,90
"1979-02-08 06:00:00",88,96,71,83
"1979-02-08 12:00:00",84,76,71,72
"1979-02-08 18:00:00",84,83,71,67
"1979-02-09 00:00:00",90,89,80,73
"1979-02-09 06:00:00",100,94,92,80
"1979-02-09 12:00:00",95,100,88,92
"1979-02-09 18:00:00",100,100,96,97
"1979-02-10 00:00:00",99,100,94,97
"1979-02-10 06:00:00",100,100,91,94
"1979-02-10 12:00:00",100,100,85,83
"1979-02-10 18:00:00",100,100,86,85
"1979-02-11 00:00:00",92,98,83,86
"1979-02-11 06:00:00",100,100,88,94
"1979-02-11 12:00:00",99,100,84,81
"1979-02-11 18:00:00",97,95,89,86
"1979-02-12 00:00:00",92,93,88,87
"1979-02-12 06:00:00",100,100,88,93
"1979-02-12 12:00:00",93,94,83,81
"1979-02-12 18:00:00",96,100,84,91
"1979-02-13 00:00:00",91,99,78,84
"1979-02-13 06:00:00",85,94,82,84
"1979-02-13 12:00:00",89,97,82,85
"1979-02-13 18:00:00",91,92,83,89
"1979-02-14 00:00:00",94,99,84,88
"1979-02-14 06:00:00",95,99,82,89
"1979-02-14 12:00:00",91,99,79,89
"1979-02-14 18:00:00",95,99,74,88
"1979-02-15 00:00:00",90,93,79,81
"1979-02-15 06:00:00",93,94,82,89
"1979-02-15 12:00:00",84,89,76,76
"1979-02-15 18:00:00",91,95,79,84
"1979-02-16 00:00:00",100,100,86,90
"1979-02-16 06:00:00",94,95,80,86
"1979-02-16 12:00:00",92,100,86,96
"1979-02-16 18:00:00",91,96,79,89
"1979-02-17 00:00:00",98,100,87,97
"1979-02-17 06:00:00",100,100,85,90
"1979-02-17 12:00:00",99,100,81,82
"1979-02-17 18:00:00",96,96,77,83
"1979-02-18 00:00:00",95,95,82,91
"1979-02-18 06:00:00",100,100,85,96
"1979-02-18 12:00:00",82,93,79,86
"1979-02-18 18:00:00",90,98,75,83
"1979-02-19 00:00:00",89,94,85,90
"1979-02-19 06:00:00",88,90,77,86
"1979-02-19 12:00:00",85,91,77,86
"1979-02-19 18:00:00",91,92,79,85
"1979-02-20 00:00:00",89,82,88,90
"1979-02-20 06:00:00",88,85,83,86
"1979-02-20 12:00:00",67,64,70,72
"1979-02-20 18:00:00",82,82,73,79
"1979-02-21 00:00:00",85,75,80,82
"1979-02-21 06:00:00",81,81,76,84
"1979-02-21 12:00:00",78,75,70,77
"1979-02-21 18:00:00",85,85,72,81
"1979-02-22 00:00:00",78,75,83,88
"1979-02-22 06:00:00",83,86,86,92
"1979-02-22 12:00:00",67,64,64,67
"1979-02-22 18:00:00",63,66,54,59
"1979-02-23 00:00:00",63,63,63,67
"1979-02-23 06:00:00",84,87,76,84
"1979-02-23 12:00:00",63,62,63,64
"1979-02-23 18:00:00",68,73,62,69
"1979-02-24 00:00:00",61,73,78,88
"1979-02-24 06:00:00",72,77,76,83
"1979-02-24 12:00:00",48,54,61,64
"1979-02-24 18:00:00",67,73,66,68
"1979-02-25 00:00:00",73,74,68,68
"1979-02-25 06:00:00",80,83,72,72
"1979-02-25 12:00:00",65,73,51,52
"1979-02-25 18:00:00",65,75,52,59
"1979-02-26 00:00:00",74,70,61,61
"1979-02-26 06:00:00",70,75,70,73
"1979-02-26 12:00:00",49,59,45,47
"1979-02-26 18:00:00",61,78,43,58
"1979-02-27 00:00:00",62,78,58,74
"1979-02-27 06:00:00",76,92,76,86
"1979-02-27 12:00:00",56,70,43,55
"1979-02-27 18:00:00",62,77,45,62
"1979-02-28 00:00:00",54,83,54,72
"1979-02-28 06:00:00",73,85,62,71
"1979-02-28 12:00:00",65,62,59,42
"1979-02-28 18:00:00",88,72,75,51
"1979-03-01 00:00:00",96,97,88,76
"1979-03-01 06:00:00",100,94,89,81
"1979-03-01 12:00:00",89,77,72,60
"1979-03-01 18:00:00",90,77,76,63
"1979-03-02 00:00:00",89,77,75,67
"1979-03-02 06:00:00",95,85,82,82
"1979-03-02 12:00:00",67,68,69,69
"1979-03-02 18:00:00",71,76,75,79
"1979-03-03 00:00:00",74,81,87,92
"1979-03-03 06:00:00",79,82,85,91
"1979-03-03 12:00:00",62,64,71,76
"1979-03-03 18:00:00",64,65,73,79
"1979-03-04 00:00:00",70,78,79,88
"1979-03-04 06:00:00",78,84,80,90
"1979-03-04 12:00:00",72,70,72,72
"1979-03-04 18:00:00",70,63,62,59
"1979-03-05 00:00:00",67,63,67,65
"1979-03-05 06:00:00",75,76,65,67
"1979-03-05 12:00:00",65,66,54,53
"1979-03-05 18:00:00",70,75,52,52
"1979-03-06 00:00:00",80,88,62,67
"1979-03-06 06:00:00",100,100,81,86
"1979-03-06 12:00:00",76,77,66,65
"1979-03-06 18:00:00",80,75,69,64
"1979-03-07 00:00:00",88,86,78,71
"1979-03-07 06:00:00",98,94,83,80
"1979-03-07 12:00:00",81,75,75,63
"1979-03-07 18:00:00",87,76,81,68
"1979-03-08 00:00:00",95,94,89,90
"1979-03-08 06:00:00",95,100,80,90
"1979-03-08 12:00:00",78,93,70,78
"1979-03-08 18:00:00",75,89,59,75
"1979-03-09 00:00:00",86,100,71,83
"1979-03-09 06:00:00",98,100,80,90
"1979-03-09 12:00:00",72,80,66,68
"1979-03-09 18:00:00",71,76,68,65
"1979-03-10 00:00:00",90,92,83,82
"1979-03-10 06:00:00",94,94,83,85
"1979-03-10 12:00:00",68,78,67,69
"1979-03-10 18:00:00",65,79,65,75
"1979-03-11 00:00:00",77,87,70,82
"1979-03-11 06:00:00",94,94,81,87
"1979-03-11 12:00:00",83,84,70,70
"1979-03-11 18:00:00",85,88,68,69
"1979-03-12 00:00:00",92,86,80,74
"1979-03-12 06:00:00",94,93,79,79
"1979-03-12 12:00:00",84,82,72,70
"1979-03-12 18:00:00",84,83,69,68
"1979-03-13 00:00:00",79,79,74,78
"1979-03-13 06:00:00",87,88,75,79
"1979-03-13 12:00:00",79,79,74,70
"1979-03-13 18:00:00",80,79,73,73
"1979-03-14 00:00:00",91,94,85,89
"1979-03-14 06:00:00",100,97,92,91
"1979-03-14 12:00:00",71,76,70,70
"1979-03-14 18:00:00",76,74,78,77
"1979-03-15 00:00:00",92,94,89,91
"1979-03-15 06:00:00",100,93,92,88
"1979-03-15 12:00:00",90,80,83,75
"1979-03-15 18:00:00",100,97,89,85
"1979-03-16 00:00:00",95,97,86,97
"1979-03-16 06:00:00",100,100,82,96
"1979-03-16 12:00:00",97,100,73,78
"1979-03-16 18:00:00",91,100,61,72
"1979-03-17 00:00:00",68,79,69,75
"1979-03-17 06:00:00",90,79,73,70
"1979-03-17 12:00:00",75,76,66,63
"1979-03-17 18:00:00",91,85,76,71
"1979-03-18 00:00:00",97,95,92,86
"1979-03-18 06:00:00",100,100,92,93
"1979-03-18 12:00:00",98,100,81,84
"1979-03-18 18:00:00",93,92,76,79
"1979-03-19 00:00:00",95,100,74,86
"1979-03-19 06:00:00",96,99,81,83
"1979-03-19 12:00:00",89,99,75,74
"1979-03-19 18:00:00",92,89,80,77
"1979-03-20 00:00:00",95,88,82,79
"1979-03-20 06:00:00",98,97,88,87
"1979-03-20 12:00:00",97,93,80,82
"1979-03-20 18:00:00",93,97,70,82
"1979-03-21 00:00:00",87,86,76,79
"1979-03-21 06:00:00",99,95,80,79
"1979-03-21 12:00:00",84,88,77,70
"1979-03-21 18:00:00",92,84,88,79
"1979-03-22 00:00:00",97,100,100,98
"1979-03-22 06:00:00",100,100,90,91
"1979-03-22 12:00:00",99,100,76,87
"1979-03-22 18:00:00",91,100,75,81
"1979-03-23 00:00:00",81,90,72,76
"1979-03-23 06:00:00",100,97,83,81
"1979-03-23 12:00:00",89,85,70,66
"1979-03-23 18:00:00",80,76,72,66
"1979-03-24 00:00:00",84,87,84,85
"1979-03-24 06:00:00",84,90,79,78
"1979-03-24 12:00:00",87,86,77,75
"1979-03-24 18:00:00",88,83,75,70
"1979-03-25 00:00:00",91,84,81,77
"1979-03-25 06:00:00",96,88,80,78
"1979-03-25 12:00:00",80,75,70,67
"1979-03-25 18:00:00",96,83,82,76
"1979-03-26 00:00:00",87,81,85,78
"1979-03-26 06:00:00",100,87,93,89
"1979-03-26 12:00:00",97,87,88,80
"1979-03-26 18:00:00",97,93,91,90
"1979-03-27 00:00:00",97,99,86,87
"1979-03-27 06:00:00",100,100,93,96
"1979-03-27 12:00:00",85,96,86,86
"1979-03-27 18:00:00",84,92,79,88
"1979-03-28 00:00:00",91,99,78,83
"1979-03-28 06:00:00",100,100,78,83
"1979-03-28 12:00:00",88,88,72,72
"1979-03-28 18:00:00",100,95,83,78
"1979-03-29 00:00:00",100,100,81,90
"1979-03-29 06:00:00",100,100,68,83
"1979-03-29 12:00:00",92,91,64,59
"1979-03-29 18:00:00",92,91,60,56
"1979-03-30 00:00:00",89,87,69,73
"1979-03-30 06:00:00",93,93,65,73
"1979-03-30 12:00:00",80,73,70,64
"1979-03-30 18:00:00",80,78,64,65
"1979-03-31 00:00:00",75,75,65,66
"1979-03-31 06:00:00",91,93,71,79
"1979-03-31 12:00:00",70,69,70,62
"1979-03-31 18:00:00",75,75,68,66
"1979-04-01 00:00:00",87,90,74,72
"1979-04-01 06:00:00",89,90,75,75
"1979-04-01 12:00:00",73,80,74,68
"1979-04-01 18:00:00",69,73,65,60
"1979-04-02 00:00:00",80,80,67,69
"1979-04-02 06:00:00",84,89,74,80
"1979-04-02 12:00:00",70,76,71,69
"1979-04-02 18:00:00",63,65,62,57
"1979-04-03 00:00:00",66,75,65,71
"1979-04-03 06:00:00",81,83,71,75
"1979-04-03 12:00:00",75,73,66,62
"1979-04-03 18:00:00",89,77,75,69
"1979-04-04 00:00:00",95,99,77,88
"1979-04-04 06:00:00",92,100,68,78
"1979-04-04 12:00:00",62,80,56,62
"1979-04-04 18:00:00",77,73,63,60
"1979-04-05 00:00:00",87,91,74,77
"1979-04-05 06:00:00",88,92,72,78
"1979-04-05 12:00:00",81,76,88,74
"1979-04-05 18:00:00",97,95,78,84
"1979-04-06 00:00:00",100,100,67,81
"1979-04-06 06:00:00",100,100,69,77
"1979-04-06 12:00:00",82,90,64,60
"1979-04-06 18:00:00",88,90,68,74
"1979-04-07 00:00:00",84,91,68,89
"1979-04-07 06:00:00",92,97,66,78
"1979-04-07 12:00:00",59,71,59,66
"1979-04-07 18:00:00",58,59,52,50
"1979-04-08 00:00:00",71,76,67,69
"1979-04-08 06:00:00",66,83,61,72
"1979-04-08 12:00:00",49,56,54,50
"1979-04-08 18:00:00",56,55,61,51
"1979-04-09 00:00:00",62,62,55,53
"1979-04-09 06:00:00",73,70,59,58
"1979-04-09 12:00:00",54,61,57,55
"1979-04-09 18:00:00",56,56,63,58
"1979-04-10 00:00:00",73,64,77,64
"1979-04-10 06:00:00",73,68,77,72
"1979-04-10 12:00:00",55,58,65,59
"1979-04-10 18:00:00",63,61,70,65
"1979-04-11 00:00:00",85,80,90,81
"1979-04-11 06:00:00",100,97,98,96
"1979-04-11 12:00:00",98,83,89,81
"1979-04-11 18:00:00",100,100,94,91
"1979-04-12 00:00:00",96,92,89,93
"1979-04-12 06:00:00",99,98,90,93
"1979-04-12 12:00:00",86,85,72,81
"1979-04-12 18:00:00",83,78,76,77
"1979-04-13 00:00:00",78,79,80,82
"1979-04-13 06:00:00",95,96,87,92
"1979-04-13 12:00:00",80,73,74,66
"1979-04-13 18:00:00",87,71,74,60
"1979-04-14 00:00:00",78,71,70,66
"1979-04-14 06:00:00",80,78,71,68
"1979-04-14 12:00:00",71,62,69,60
"1979-04-14 18:00:00",64,56,71,61
"1979-04-15 00:00:00",65,62,76,69
"1979-04-15 06:00:00",69,63,77,74
"1979-04-15 12:00:00",54,52,61,53
"1979-04-15 18:00:00",65,60,55,51
"1979-04-16 00:00:00",73,67,71,66
"1979-04-16 06:00:00",85,82,75,74
"1979-04-16 12:00:00",69,64,76,68
"1979-04-16 18:00:00",88,75,87,80
"1979-04-17 00:00:00",90,83,83,78
"1979-04-17 06:00:00",96,97,84,88
"1979-04-17 12:00:00",100,100,87,95
"1979-04-17 18:00:00",98,100,83,87
"1979-04-18 00:00:00",89,96,87,93
"1979-04-18 06:00:00",91,95,82,89
"1979-04-18 12:00:00",73,82,83,86
"1979-04-18 18:00:00",84,87,85,82
"1979-04-19 00:00:00",78,72,86,81
"1979-04-19 06:00:00",89,87,82,82
"1979-04-19 12:00:00",66,65,81,80
"1979-04-19 18:00:00",73,68,80,78
"1979-04-20 00:00:00",76,78,81,80
"1979-04-20 06:00:00",81,79,85,85
"1979-04-20 12:00:00",55,59,67,71
"1979-04-20 18:00:00",50,54,63,68
"1979-04-21 00:00:00",56,56,57,60
"1979-04-21 06:00:00",72,70,59,62
"1979-04-21 12:00:00",58,55,53,46
"1979-04-21 18:00:00",71,65,60,51
"1979-04-22 00:00:00",73,71,67,58
"1979-04-22 06:00:00",78,82,70,71
"1979-04-22 12:00:00",60,64,57,57
"1979-04-22 18:00:00",60,64,57,57
"1979-04-23 00:00:00",69,72,64,61
"1979-04-23 06:00:00",95,90,76,70
"1979-04-23 12:00:00",70,58,62,57
"1979-04-23 18:00:00",87,73,76,67
"1979-04-24 00:00:00",97,85,93,86
"1979-04-24 06:00:00",98,97,90,91
"1979-04-24 12:00:00",100,98,85,76
"1979-04-24 18:00:00",100,100,87,87
"1979-04-25 00:00:00",92,100,89,100
"1979-04-25 06:00:00",99,100,75,91
"1979-04-25 12:00:00",83,85,65,69
"1979-04-25 18:00:00",84,84,69,72
"1979-04-26 00:00:00",96,96,82,83
"1979-04-26 06:00:00",100,100,75,77
"1979-04-26 12:00:00",92,86,69,65
"1979-04-26 18:00:00",95,92,74,71
"1979-04-27 00:00:00",97,99,82,83
"1979-04-27 06:00:00",99,97,78,79
"1979-04-27 12:00:00",82,78,74,74
"1979-04-27 18:00:00",95,92,77,80
"1979-04-28 00:00:00",91,96,81,84
"1979-04-28 06:00:00",96,100,78,83
"1979-04-28 12:00:00",86,85,68,64
"1979-04-28 18:00:00",88,92,72,74
"1979-04-29 00:00:00",98,100,88,89
"1979-04-29 06:00:00",95,100,82,90
"1979-04-29 12:00:00",87,92,77,82
"1979-04-29 18:00:00",83,89,75,79
"1979-04-30 00:00:00",90,92,78,84
"1979-04-30 06:00:00",93,93,78,83
"1979-04-30 12:00:00",85,82,75,76
"1979-04-30 18:00:00",89,87,75,76
"1979-05-01 00:00:00",98,98,82,88
"1979-05-01 06:00:00",100,99,83,85
"1979-05-01 12:00:00",96,99,77,75
"1979-05-01 18:00:00",94,100,85,86
"1979-05-02 00:00:00",95,100,88,96
"1979-05-02 06:00:00",95,95,83,88
"1979-05-02 12:00:00",92,92,74,69
"1979-05-02 18:00:00",89,90,77,71
"1979-05-03 00:00:00",71,91,73,87
"1979-05-03 06:00:00",83,94,65,80
"1979-05-03 12:00:00",59,69,47,51
"1979-05-03 18:00:00",57,62,45,49
"1979-05-04 00:00:00",52,58,54,58
"1979-05-04 06:00:00",81,82,66,71
"1979-05-04 12:00:00",56,51,44,44
"1979-05-04 18:00:00",60,58,45,47
"1979-05-05 00:00:00",75,73,63,67
"1979-05-05 06:00:00",81,84,66,75
"1979-05-05 12:00:00",55,69,44,49
"1979-05-05 18:00:00",51,61,49,52
"1979-05-06 00:00:00",67,82,63,75
"1979-05-06 06:00:00",86,88,76,84
"1979-05-06 12:00:00",58,58,61,54
"1979-05-06 18:00:00",61,59,61,57
"1979-05-07 00:00:00",82,77,80,80
"1979-05-07 06:00:00",92,88,85,89
"1979-05-07 12:00:00",58,54,60,60
"1979-05-07 18:00:00",59,61,54,57
"1979-05-08 00:00:00",81,85,71,71
"1979-05-08 06:00:00",95,93,83,84
"1979-05-08 12:00:00",54,55,56,48
"1979-05-08 18:00:00",50,55,48,43
"1979-05-09 00:00:00",62,73,62,66
"1979-05-09 06:00:00",68,78,64,72
"1979-05-09 12:00:00",46,50,53,44
"1979-05-09 18:00:00",38,42,48,41
"1979-05-10 00:00:00",49,49,59,54
"1979-05-10 06:00:00",67,64,67,70
"1979-05-10 12:00:00",48,48,52,48
"1979-05-10 18:00:00",51,47,43,40
"1979-05-11 00:00:00",73,66,64,59
"1979-05-11 06:00:00",82,84,67,66
"1979-05-11 12:00:00",44,48,43,44
"1979-05-11 18:00:00",42,46,36,39
"1979-05-12 00:00:00",59,60,52,55
"1979-05-12 06:00:00",72,74,53,57
"1979-05-12 12:00:00",55,60,41,41
"1979-05-12 18:00:00",63,70,44,40
"1979-05-13 00:00:00",75,76,63,60
"1979-05-13 06:00:00",82,77,67,61
"1979-05-13 12:00:00",48,61,46,50
"1979-05-13 18:00:00",48,60,43,48
"1979-05-14 00:00:00",78,76,64,64
"1979-05-14 06:00:00",88,86,73,69
"1979-05-14 12:00:00",50,51,49,47
"1979-05-14 18:00:00",47,49,42,41
"1979-05-15 00:00:00",64,71,56,61
"1979-05-15 06:00:00",85,90,64,71
"1979-05-15 12:00:00",49,48,44,44
"1979-05-15 18:00:00",47,41,44,34
"1979-05-16 00:00:00",64,53,67,50
"1979-05-16 06:00:00",77,62,63,50
"1979-05-16 12:00:00",41,36,52,40
"1979-05-16 18:00:00",45,42,61,46
"1979-05-17 00:00:00",78,77,82,73
"1979-05-17 06:00:00",86,87,83,77
"1979-05-17 12:00:00",42,41,60,52
"1979-05-17 18:00:00",47,44,67,55
"1979-05-18 00:00:00",72,75,70,69
"1979-05-18 06:00:00",76,70,77,69
"1979-05-18 12:00:00",42,40,55,48
"1979-05-18 18:00:00",44,43,65,52
"1979-05-19 00:00:00",68,65,85,69
"1979-05-19 06:00:00",72,66,77,64
"1979-05-19 12:00:00",55,47,66,52
"1979-05-19 18:00:00",52,48,70,58
"1979-05-20 00:00:00",73,63,80,67
"1979-05-20 06:00:00",69,61,77,66
"1979-05-20 12:00:00",45,39,70,51
"1979-05-20 18:00:00",54,44,74,59
"1979-05-21 00:00:00",84,81,84,86
"1979-05-21 06:00:00",90,88,72,82
"1979-05-21 12:00:00",44,50,51,51
"1979-05-21 18:00:00",45,48,59,48
"1979-05-22 00:00:00",69,69,75,65
"1979-05-22 06:00:00",75,75,73,70
"1979-05-22 12:00:00",48,45,51,44
"1979-05-22 18:00:00",50,42,57,45
"1979-05-23 00:00:00",82,71,70,65
"1979-05-23 06:00:00",83,73,73,70
"1979-05-23 12:00:00",48,45,56,46
"1979-05-23 18:00:00",44,42,63,49
"1979-05-24 00:00:00",69,62,74,61
"1979-05-24 06:00:00",81,73,79,69
"1979-05-24 12:00:00",70,44,61,46
"1979-05-24 18:00:00",67,45,69,57
"1979-05-25 00:00:00",89,81,80,80
"1979-05-25 06:00:00",88,84,72,77
"1979-05-25 12:00:00",53,52,54,55
"1979-05-25 18:00:00",41,42,51,53
"1979-05-26 00:00:00",50,50,57,65
"1979-05-26 06:00:00",55,51,64,69
"1979-05-26 12:00:00",35,32,54,48
"1979-05-26 18:00:00",43,37,64,55
"1979-05-27 00:00:00",67,64,70,67
"1979-05-27 06:00:00",74,63,72,63
"1979-05-27 12:00:00",73,48,68,53
"1979-05-27 18:00:00",84,56,72,55
"1979-05-28 00:00:00",100,85,94,80
"1979-05-28 06:00:00",90,82,81,74
"1979-05-28 12:00:00",68,54,66,53
"1979-05-28 18:00:00",58,47,58,47
"1979-05-29 00:00:00",66,55,71,59
"1979-05-29 06:00:00",70,59,69,59
"1979-05-29 12:00:00",46,44,52,43
"1979-05-29 18:00:00",45,43,49,43
"1979-05-30 00:00:00",51,52,56,53
"1979-05-30 06:00:00",52,58,52,58
"1979-05-30 12:00:00",39,42,44,43
"1979-05-30 18:00:00",42,41,50,41
"1979-05-31 00:00:00",57,55,59,51
"1979-05-31 06:00:00",63,67,56,56
"1979-05-31 12:00:00",45,42,47,40
"1979-05-31 18:00:00",42,39,49,44
"1979-06-01 00:00:00",56,48,56,51
"1979-06-01 06:00:00",66,56,58,52
"1979-06-01 12:00:00",46,42,45,37
"1979-06-01 18:00:00",54,53,45,38
"1979-06-02 00:00:00",78,74,57,55
"1979-06-02 06:00:00",88,83,63,60
"1979-06-02 12:00:00",80,64,56,47
"1979-06-02 18:00:00",78,60,56,43
"1979-06-03 00:00:00",84,62,59,48
"1979-06-03 06:00:00",83,70,58,48
"1979-06-03 12:00:00",85,59,57,40
"1979-06-03 18:00:00",69,47,55,34
"1979-06-04 00:00:00",63,57,56,46
"1979-06-04 06:00:00",70,68,61,54
"1979-06-04 12:00:00",66,54,50,37
"1979-06-04 18:00:00",67,55,56,41
"1979-06-05 00:00:00",58,54,54,45
"1979-06-05 06:00:00",58,56,49,44
"1979-06-05 12:00:00",70,54,50,35
"1979-06-05 18:00:00",70,50,52,35
"1979-06-06 00:00:00",70,58,56,45
"1979-06-06 06:00:00",81,69,63,52
"1979-06-06 12:00:00",83,61,59,44
"1979-06-06 18:00:00",81,60,64,48
"1979-06-07 00:00:00",83,69,73,64
"1979-06-07 06:00:00",93,86,84,78
"1979-06-07 12:00:00",95,75,75,58
"1979-06-07 18:00:00",100,90,87,72
